250101,"AGENTES FISICOS,FISIOTERAPIA,HORNO DE BIER,RAYOS,INFRARROJOS,HIDROTERAPIA,PARAFINA,CRIOTERAPIA,RAYOS ULTRAVIOLETAS,ELECTROTERAPIA EN CUALQUIERA DE SUS FORMAS,ONDA CORTA,MICROONDAS,TRACCION CERVICAL O PELVICA,ULTRASONIDO,IONTO, POR SESION",5.5,,4
250102,"TERAPIA FISICA O KINESIOTERAPIA, MASAJES, MOVILIZACION PASIVA O ACTIVA, REEDUCACION, EJERCICIOS TERAPEUTICOS, GIMNASIA MEDICA, FORTALECIMIENTO MUSCULAR, REHABILITACION RESPIRATORIA POR SESION.",5.5,,4
250103,TERAPIA OCUPACIONAL. POR SESION Y POR BENEFICIARIO.,5.5,,4
250104,REHABILITACION DEL LENGUAJE. POR SESION Y POR BENEFICIARIO.,7,,4
250106,FISIOKINESIOTERAPIA O TERAPIA OCUPACIONAL O REHABILITACION DEL LENGUAJE A DOMICILIO. (ADICIONAL AL CODIGO CORRESPONDIENTE),2.5,,4
250120,SESION DE DRENAJE LINFATICO,11,,4
660002,ACETONURIA,1,,5
660004,"ACIDIMETRIA GASTRICA, CURVA DE",3,,5
660005,"ACIDO BASE , ESTADO ACIDO BASE (EAB).",10,,5
660006,ACTH   - HORMONA ADRENOCORTICOTROFINA.,12,,5
660007,"ADDIS, RECUENTO DE",2,,5
660013,"AGLUTININAS ANTI RH MEDIO SALINO ALBUMINOSO, COOMBS INDIRECTA",2,,5
660014,AGLUTININAS DEL SISTEMAS ABO. MEDIO SALINO ALBUMINOSO. CUANTITATIVO,3,,5
660016,ALCOHOL DEHIDROGENASA -ADH-,10,,5
660017,ALCOHOLEMIA,10,,5
660018,ALDOLASA,6,,5
660020,ALFA FETO PROTEINAS,10,,5
660022,AMILASEMIA O AMILASA SERICA,4,,5
660023,AMILASURIA O AMILASA URINARIA,4,,5
660025,AMINOACIDOS FRACCIONADOS (CROMATOGRAFIA - POR FRACCION) -CUALITATIVO,12.5,,5
660027,AMINOACIDURIA FRACCIONADA (CROMATOGRAFIA - POR FRACCION) -CUALITATIVO,12.5,,5
660028,"AMNIOTICO, LIQUIDO, CELULAS NARANJAS",1,,5
660029,"AMNIOTICO, LIQUIDO, ESPECTROFOTOMETRIA -TEST DE LISLEY-",5,,5
660030,"AMNIOTICO , LIQUIDO LECITINA ESFINGOMIELINA",5,,5
660031,AMONEMIA,20,,5
660035,ANTIBIOGRAMA,4,,5
660036,ANTIBIOGRAMA BACILO DE KOCH SIETE ANTIBIOTICOS,60,,5
660040,"ANTICUERPOS ANTIGLOMERULAR ,   (IFI)",6,,5
660041,"ANTICUERPOS ANTIMENBRANA BASAL,   (IFI)",6,,5
660042,"ANTICUERPO ANTIMUSCULO LISO,   (IFI)",7,,5
660044,"ANTICUERPOS ANTIFRACCION MICROSOMAL DE TIROIDES, (IFI)",6,,5
660046,"ANTICUERPOS, ANTITIROGLOBULINA",6,,5
660049,ANTIDESIXIRRIBONUCLEASA - ADNEASA - ANTI-DNA.,9,,5
660051,"ANTIESTREPTOLISINAS ""O"" (ASTO - AELO)",4,,5
660052,ANTIESTREPTOQUINASA,3,,5
660054,ANTIHIALURONIDASA,4,,5
660055,"ANTIMITOCONDRIALES, ANTICUERPOS",7,,5
660056,ANTINUCLEARES ANTICUERPOS - FAN,7,,5
660057,"ANTITRIPSINA, ALFA 1 - LIQ. PLEURAL O MAT. FECAL O SERICA - C/U - (POR I.D.-CUANTITATIVA)",10,,5
660058,ANTITROMBINA III - CON CALIBRACION DE TRES (3) PUNTOS.,15,,5
660059,ARSENICO - SERICO O URINARIO.,20,,5
660060,"ASCORBICO, ACIDO - SERICO.",18,,5
660063,ANTICUERPOS ANTI- HIV (ELISA),11,,5
660064,ANTICUERPOS ANTI- HIV   (A.D.),11,,5
660101,BACILOSCOPIA DIRECTA - ZIEHL NEELSEN (POR MUESTRA),2,,5
660102,"BACILOSCOPIA, DIRECTA Y CULTIVO (POR MUESTRA)",8,,5
660103,"BACILOSCOPIA, (IFI - POR MUESTRA)",10,,5
660104,"BACTERIOLOGIA, DIRECTA (COLORACION DE GRAM)",2,,5
660105,BACTERIOLOGIA DIRECTA CULTIVO CON IDENTIFICACION DEL GERMEN,5,,5
660107,BARBITURICOS -   URINARIOS.,17.5,,5
660109,BICARBONATO,4,,5
660110,"BILIRRUBINEMIA TOTAL, DIRECTA E INDIRECTA",1.5,,5
660111,BILIRRUBINURIA,1.5,,5
660131,CADENA LIVIANA KAPPA Y LAMBDA - SERICO O URINARIO.,40,,5
660132,CADMIO - URINARIO.,20,,5
660133,CALCEMIA TOTAL,1.5,,5
660134,CALCIO IONICO,4,,5
660136,CALCIO - URINARIO.,2,,5
660137,CALCITONINA - SERICA.,16,,5
660138,"CALCULO URINARIO, EXAMEN FISICO QUIMICO",8,,5
660139,"CARBONICO, ANHIDRIDO PCO2",4,,5
660141,"CAROTENO BETA, EN SANGRE",22,,5
660148,"CELULAS NEOPLASICAS - LIQUIDOS, EXUDADOS, TRASUDADOS.",9,,5
660150,CEREBROSIDOS   (CROMATOGRAFICO).,9,,5
660151,CERULOPLASMINA,6,,5
660152,CETOGENOESTEROIDES - URINARIOS.,5,,5
660154,CETONEMIA,1.5,,5
660160,"17 CETOESTEROIDES, PRUEBA O RESPUESTA DE LOS, A LA INHIBICION CON DEXAMETASONA Y ESTIMULACION CON GONADOTROFINAS CORIONICAS",5,,5
660164,CITOLOGIA VAGINAL HORMONAL 1 MUESTRA,5,,5
660167,"CITRICO, ACIDO - LIQUIDO SEMINAL.",6,,5
660168,CLORO PLASMATICO,2,,5
660169,"COAG. Y SANGRIA, TIEMPO DE",1,,5
660170,"COAGULO, RETRACCION DEL",1,,5
660171,COAGULOGRAMA,5.5,,5
660172,COBRE - SERICO.,20,,5
660173,COCAINA   (INMUNOCROMATOGRAFIA/CROMATOGRAFICO),17.5,,5
660174,COLESTEROL TOTAL,1.5,,5
660176,"COLONIAS, RECUENTO DE",2,,5
660177,COMPATIBILIDAD   - SANGRE MATERNA.,6,,5
660178,COMPATIBILIDAD MATRIMONIAL - SANGUINEA EN CONYUGES.,5,,5
660180,"COMPLEMENTO, VALORACION INMUNOQUIMICA - C3, C4 (C/U)",5,,5
660181,CONCENTRACION DE LIQUIDOS BIOLOGICOS,5,,5
660182,"CONCENTRACION, PRUEBA DE LA - FUNCION RENAL -",1,,5
660184,"COOMBS DIRECTA, PRUEBA",2,,5
660186,COOMBS INDIRECTA O RH VARIEDAD Dµ,6,,5
660187,COPROCULTIVO,8,,5
660188,COPROPORFIRINAS O PORFIRINAS - MATERIA FECAL,12,,5
660190,CREATINQUINASA -CPK-,3,,5
660191,"CREATINA, ORINA O SANGRE",2,,5
660192,"CREATININA, ORINA O SANGRE",2,,5
660193,CREATININA CLEARENCE DE DEPURACION,5,,5
660194,CRIOAGLUTININA,1,,5
660195,CRIOGLOBULINAS,1,,5
660196,CROMATINA SEXUAL,2,,5
660241,"CHAGAS, AGLUTINACION DIRECTA (AD)",3,,5
660242,"CHAGAS, FIJACION DE COMPLEMENTO (HAI)",3,,5
660243,"CHAGAS, INMUNOFLUORESCENCIA (IFI / ELISA)",8,,5
660244,"CHAGAS,   PARASITEMIA.",3,,5
660246,"CHAGAS,   SEROLOGIA - CONFIRMATORIO   (HAI Y ELISA O HAI E IFI)",11,,5
660261,"DAVIDSON DIFERENCIAL, PRUEBA",3,,5
660263,"DERMATOFITOS, INTRADERMOREACCION",1,,5
660269,DISACARIDASAS,7,,5
660272,DOMICILIO EN RADIO URBANO - HASTA DOS (2) KMS.,4,,5
660273,DOMICILIO FUERA DE RADIO URBANO O MAS DE DOS (2) KMS.,1,,5
660293,"EMBARAZO, REACCION INMUNOLOGICA PARA",3.5,,5
660295,"EOSINOFILOS, RECUENTO DE",1,,5
660296,"ERITROBLASTOS, PORCENTAJE DE",1,,5
660297,ERITROSEDIMENTACION,1,,5
660298,ESPERMOGRAMA BASICO.,9,,5
660299,"ESTRICNINA, EN LIQUIDOS BIOLOGICOS",5,,5
660300,ESTRADIOL PLASMATICO,10,,5
660301,ESTRIOL URINARIO,13,,5
660302,ESTRIOL PLASMATICO,13,,5
660304,ESTROGENOS TOTALES,15,,5
660305,ESTRONA PLASMATICA,15,,5
660308,"EUGLOBULINAS, TEST DE",3,,5
660309,"EXUDADO NASOFARINGEO , CULTIVO.",5,,5
660331,FACTOR DE COAGULACION V,12,,5
660332,FACTOR DE COAGULACION VII,24,,5
660333,FACTOR DE COAGULACION VIII,20,,5
660334,FACTOR DE COAGULACION IX,20,,5
660335,FACTOR DE COAGULACION X,12,,5
660336,FACTOR DE MIGRACION LINFOCITARIA -MIF-,8,,5
660337,FENILALANINA CONFIRMATORIO (HPLC),24,,5
660338,FENILCETONURIA,7,,5
660339,"FENILALANINA, NEONATAL (PKU)",7,,5
660342,FENOTIAZINAS,15,,5
660343,FERREMIA,2,,5
660344,"FIBRINOGENO, PRODUCTOS DE DEGRADACION - PDF - PLASMATICO.",30,,5
660345,FIBRINOGENO EN SANGRE,4,,5
660349,"FISICO QUIMICO, EXAMEN. LIQUIDOS EXUDADOS, TRASUDADOS. INCLUYE: ASPECTO, CARACTERES, CLORUROS, PROTEINAS, RIVOLTA Y GLUCOSA",10,,5
660350,FLUOREMIA,10,,5
660351,FLUORURIA,10,,5
660352,"FOLICO, ACIDO .",11,,5
660353,FONDO OSCURO,4,,5
660354,FORMULA LEUCOCITARIA,1.5,,5
660355,FOSFATASA ACIDA PROSTATICA (EFM).,3,,5
660356,FOSFATASA ACIDA TOTAL   (EFM).,3,,5
660357,FOSFATASA ALCALINA,1.5,,5
660360,FOSFATASA ALCALINA TERMOESTABLE .,15,,5
660361,FOSFATASA ALCALINA -ISOENZIMAS-,15,,5
660362,FOSFATEMIA,1.5,,5
660363,FOSFATURIA,1.5,,5
660364,FOSFO-EXOSA-ISOMERASA,8,,5
660366,"FOSFORO, CLEARENCE, DEPURACION DE",3,,5
660369,"FREI, INTRADERMOREACCION DE",3,,5
660371,FTA/ ABS (IFI - ELISA) SIFILIS Y TPHA.,8,,5
660373,"FUNCIONAL, EXAMEN MATERIA FECAL",7,,5
660402,GALACTOSEMIA,8,,5
660409,"GLOBULOS BLANCOS, RECUENTO DE",1,,5
660410,"GLOBULOS ROJOS, RECUENTO DE",1,,5
660411,GLUCAGON.,4,,5
660412,GLUCEMIA,1.5,,5
660413,"GLUCEMIA, CURVA DE",4.5,,5
660416,GLUCOPROTEINOGRAMA,3,,5
660417,GLUCOSA 6-FOSFATODEHIDROGENASA,8,,5
660418,GLUCOSA 6-FOSFATO,5,,5
660420,GLUTAMIL TRANSPEPTIDASA,2.5,,5
660422,GLUTATION REDUCTASA,2,,5
660430,"GRAHAM, TEST DE",3,,5
660432,"GRASAS, CUANTITATIVO (VAN DE KAMER)   - MATERIA FECAL",15,,5
660433,GRUPO SANGUINEO Y FACTOR   RH .,4,,5
660465,"HEMATIES, RESISTENCIA GLOBULAR OSMOTICA (CURVA DE FRAGILIDAD OSMOTICA DE ERITROCITOS)",6,,5
660466,HEMATOCRITO,1,,5
660468,HEMOCULTIVO AEROBIOS ANAEROBIOS C/U,7.5,,5
660470,"HEMOGLOBINA, DOSAJE DE",1,,5
660471,HEMOGLOBINA ELECTROFORESIS,11,,5
660472,HEMOGLOBINA EN PLASMA,2,,5
660474,HEMOGLOBINA ALCALI RESISTENTE,1,,5
660475,HEMOGRAMA,3,,5
660477,HEMOSILINAS EN FRIO,2,,5
660479,"HEMOSIDERINA, INVESTIGACION HISTOQUIMICA",2,,5
660480,"HEPARINA, RESISTENCIA A LA   (IN VITRO)",15,,5
660481,HEPATOGRAMA COMPLETO,5,,5
660483,HIDATIDOSIS HEMOAGLUTINACION (HAI),4,,5
660484,"HIDATIDOSIS, AC. ANTI-",4,,5
660485,HIDRATOS DE CARBONO (CROMATOGRAFIA) - URINARIOS.,5,,5
660486,17- HIDROXICORTICOIDES - URINARIOS.,5,,5
660487,HIDROXINDOLACETICO ACIDO,10,,5
660488,HIDROXIPROLINURIA,12,,5
660489,HIPERHEPARINEMIA,1,,5
660490,HISTOPLASMINA,1,,5
660494,"HUDDLESSON, REACCION DE   (ROSA DE BENGALA - BRUCELOSIS).",2,,5
660531,MYCOBACTERIUM IDENTIFICACION,10,,5
660532,IDENTIFICACION SEROLOGIA DE GERMENES,6,,5
660535,INMUNOELECTROFORESIS,10,,5
660536,INMUNOELECTROFORESIS LIQUIDOS BIOLOGICOS.,20,,5
660537,INMUNOGLOBULINA A,5,,5
660538,INMUNOGLOBULINA D,15,,5
660539,INMUNOGLOBULINA E,10,,5
660540,INMUNOGLOBULINA G,5,,5
660541,INMUNOGLOBULINA M,5,,5
660546,IONOGRAMA PLASMATICO,3.5,,5
660547,IONOGRAMA URINARIO,3.5,,5
660548,ISOCITRICO DEHIDROGENASA,4,,5
660591,"LACTAMINICO, ACIDO",5,,5
660592,"LACTICO,   ACIDO ENZIMATICO.",10,,5
660593,"LACTICO, ACIDO - MATERIA FECAL.",10,,5
660594,LACTICO DEHIDROGENASA LDH,3,,5
660596,LACTICO DEHIDROGENASA ISOENZIMAS - LDH ISOENZIMAS.,6,,5
660597,LACTOGENO PLACENTARIO / SOMATOMAMOTROFINA,20,,5
660598,"LATEX TEST DE, PARA ARTRITIS REUMATOIDE",2,,5
660600,"LEPTOSPIRAS, INVESTIGACION DE",10,,5
660602,"TRICHINOSIS,   INVESTIGACION DE",30,,5
660603,"LAZO, PRUEBA DEL",1,,5
660607,"LEUCOAGLUTINACION, INHIBICION DE",3,,5
660608,"LEUCOAGLUTININAS, METODO DIRECTO",1,,5
660609,LEUCOPRECIPITINAS,1,,5
660610,"LEVULINICO, ACIDO DELTA-AMINO",10,,5
660611,"LEVULINICO,   DELTA DEHIDRATASA",10,,5
660613,LIPASA EN SANGRE,5,,5
660615,LIPIDOGRAMA ELECTROFORETICO,7,,5
660616,"LIPIDOS, CROMATOGRAFIA EN CAPA DELGADA",2,,5
660619,"LIQUIDO CEFALORRAQUIDEO, FCO-QCO - CITOLOGICO.",7.5,,5
660620,"LIQUIDO DE PUNCION, EXAMEN FCO-QCO   - CITOLOGICO.",10,,5
660621,"LISINA-VASOPRESINA, TEST",3,,5
660622,LISTERIAS   (IFI - ELISA),9,,5
660623,"LITIO,   (ISE - ION SELECTIVO - FOTOMETRIA DE LLAMA O FOTOMETRIA DE EMISION)",6,,5
660624,"LITIO, (POR ABSORCION ATOMICA - A.A.)",20,,5
660652,"MACROGLOBULINA ALFA2, INMUNODIFUSION CUANTITATIVA",10,,5
660653,MAGNESIO EN SANGRE,2.5,,5
660654,MAGNESIO EN ORINA,2.5,,5
660656,"MANTOUX, INTRADERMO-REACCION DE   (PPD)",7,,5
660657,MEDULOGRAMA,9,,5
660660,MERCURIO   - SERICO O URINARIO.,15,,5
660662,METANEFRINAS,15,,5
660663,METANOL EN ORINA,15,,5
660664,"MICOLOGIA, DIRECTO O COLORACION",2,,5
660665,"MICOLOGIA, CULTIVO E IDENTIFICACION",8,,5
660667,"MOCO CERVICAL, CRISTALIZACION",2,,5
660668,"MOCO NASAL, PH CITOLOGICO",2,,5
660669,MONONUCLEOSIS (AGLUTINACION - TEST DE LATEX O MONOTEST).,3,,5
660670,MONONUCLEOSIS HEMOAGLUTINACION (P. B.),3,,5
660671,MONONUCLEOSIS.,3,,5
660672,MONOXIDO DE CARBONO,5,,5
660673,"MORFINA OPIACEOS, DERIVADOS - LIQUIDOSBIOLOGICOS.",12,,5
660702,NUCLEOTIDASA - 5' N,4,,5
660711,ORINA COMPLETA,2.5,,5
660714,OSMOLARIDAD - CLEARENCE (SANGRE - ORINA),5,,5
660715,"OSMOLARIDAD, SUERO",2.5,,5
660716,"OXIGENO, PO2 - SANGRE ARTERIAL.",5,,5
660732,PAPANICOLAOU   ENDOCERVICAL,9,,5
660734,PAPANICOLAOU   EXOCERVICAL,9,,5
660736,PARASITOLOGICO SERIADO,4,,5
660739,PARATHORMONA,13.5,,5
660740,"PEROXIDASAS, TINCION",5,,5
660741,PH - LIQUIDOS BIOLOGICOS.,2,,5
660742,PH - SANGUINEO (TITULACION),4,,5
660743,PIRUVATO-QUINASA,3,,5
660744,"PIRUVICO, ACIDO ENZIMATICO",3,,5
660745,"PLAQUETARIOS, FACTORES",10,,5
660746,"PLAQUETAS, RECUENTO DE",1,,5
660747,"PLASMA RECALCIFICADO, TIEMPO DE",1,,5
660748,PLASMINOGENO (IDR),5,,5
660749,PLOMO - SERICO O URINARIO.,20,,5
660752,PORFOBILINOGENO - URINARIO.,12,,5
660753,POTASEMIA,1,,5
660754,POTASURIA,1,,5
660761,PROTEINA C REACTIVA - PCR (CUALITATIVA).,2.5,,5
660763,PROTEINAS TOTALES,1.5,,5
660764,PROTEINOGRAMA ACETATO,5,,5
660766,PROTEINOGRAMAS - LIQUIDOS BIOLOGICOS.,8,,5
660767,PROTEINURIA,1.5,,5
660768,PROTOPORFIRINAS,6,,5
660769,"PROTROMBINA, CONSUMO DE",2,,5
660770,"PROTROMBINA, RIN",3,,5
660771,"PROTROMBINA, TIEMPO DE",2,,5
660772,PSEUDOCOLINESTERASA,4,,5
660812,RENINA-ANGIOTENSINA,18,,5
660813,RH FACTOR - GRUPO SANGUINEO.,1,,5
660814,RH FACTOR C GRANDE,2,,5
660815,RH FACTOR C CHICA,2,,5
660816,RH FACTOR E GRANDE,2,,5
660817,RH FACTOR E CHICA,2,,5
660818,"RETICULOCITOS, RECUENTO DE",1.5,,5
660820,"ROSSE RAGAN, PRUEBA DE (RR)",2.5,,5
660831,SALICILATOS,12.5,,5
660832,"SALMONELLA, ANTICUERPOS (IFI - ELISA)",6,,5
660833,SANGRE OCULTA EN MATERIA FECAL INMUNOLOGICA,5.5,,5
660834,"SECRETINA, TEST DE LA",4,,5
660835,SEROTONINA - SERICA.,17.5,,5
660837,"SIDEROFILINA, CAPACIDAD DE SATURACION.",5,,5
660838,"SIMS-HUBBNER, TEST DE",10,,5
660839,"SODIO, SANGRE U ORINA. CADA DETERMINACION",1,,5
660847,"SUDOR, TEST DE",15,,5
660848,SULFAS EN SANGRE,1,,5
660849,"SUBTIPO HEMOGLOBINA A2, DETERMINACION DE (ELECTROFORESIS)",10,,5
660862,TALIO EN ORINA,20,,5
660864,"THORN, PRUEBA DE",2,,5
660865,TIROTROFINA SERICA (TSH),9,,5
660866,TIROXINA TOTAL - T4,9,,5
660867,TIROXINA EFECTIVA - T4 - LIBRE,9,,5
660870,TOXOPLASMOSIS HEMOAGLUTINACION (HA),4,,5
660871,TOXOPLASMOSIS (IFI),6,,5
660872,"TOXOPLASMOSIS, REACCION DE SAVIN-FELDMAN",6,,5
660873,"TRANSAMINASA, GLUTAMICO OXALACETICA.",1.5,,5
660874,"TRANSAMINASA, GLUTAMICO PIRUVICA.",1.5,,5
660875,TRANSFERRINA (IDR),5,,5
660876,TRIGLICERIDOS,2.5,,5
660878,TRIIODOTIRONINA TOTAL   - T3,9,,5
660879,"TROMBINA, PRUEBA DE GENERACION DE LA",3,,5
660880,"TROMBINA, TIEMPO DE",3,,5
660887,"TROMBOPLASTINA, TIEMPO DE (KPTT - TTPC)",2,,5
660901,UREA CLEARENCE,3,,5
660902,UREMIA,1.5,,5
660903,"URETRAL, EXUDADO   (DIRECTO Y CULTIVO).",11,,5
660904,"URICO, ACIDO - SERICO.",1.5,,5
660905,"URICO, ACIDO - URINARIO.",1.5,,5
660907,UROCITOGRAMA,4,,5
660931,"VAGINAL, EXUDADO O FLUJO   (DIRECTO Y CULTIVO).",12,,5
660932,"VAINILLIN MANDELICO, ACIDO - URINARIO. (HPLC)",15,,5
